id_servidor,sexo,cargo,categoria_cargo,carga_horaria_semanal,tipo_pagamento,data_admissao,data_desligamento,mes,proventos,descontos,liquido
60b1fb5e6cd31d7c51c34eb8997c01309769f84f1261eb7dc7bb879affbfbd07,M,TECNICO EM ENFERMAGEM,saude,30,folha_mensal,2012-12-03,,,8289.9,1968.38,6321.52
e6914e960ca9fa1df1b612093963cf3f972c2b3b083e63c4ef85d17ea7c76866,M,OPERADOR DE MAQUINA II,operacional,40,vale_alimentacao,2024-07-15,,,1000.0,0.0,1000.0
e6914e960ca9fa1df1b612093963cf3f972c2b3b083e63c4ef85d17ea7c76866,M,OPERADOR DE MAQUINA II,operacional,40,folha_mensal,2024-07-15,,,4734.03,654.81,4079.22
4403c1fb877c575c7042ae73b91cc5bda36d3dddf6a5ba96c91fe0e9e3ae95f1,M,ASSESSOR DE GABINETE DE DIRETOR DE DEPARTAMENTO.c,comissionado,40,vale_alimentacao,2021-08-01,,,1000.0,0.0,1000.0
4403c1fb877c575c7042ae73b91cc5bda36d3dddf6a5ba96c91fe0e9e3ae95f1,M,ASSESSOR DE GABINETE DE DIRETOR DE DEPARTAMENTO.c,comissionado,40,folha_mensal,2021-08-01,,,5595.55,1072.67,4522.88
cb5821bbff1d63e9cae3d37bf5cb4bf5cddbac68035a03867e1afb46c4abba40,F,OFICIAL ADMINISTRATIVO,administrativo,35,vale_alimentacao,2021-02-01,,,1000.0,0.0,1000.0
cb5821bbff1d63e9cae3d37bf5cb4bf5cddbac68035a03867e1afb46c4abba40,F,OFICIAL ADMINISTRATIVO,administrativo,35,folha_mensal,2021-02-01,,,5017.13,688.45,4328.68
739d27e36060d479c8eb3072433f2712b57340d3ace0a4832782b388f2c4dce4,F,AUXILIAR DE CRECHE,educacao,40,vale_alimentacao,2018-04-02,,,1000.0,0.0,1000.0
739d27e36060d479c8eb3072433f2712b57340d3ace0a4832782b388f2c4dce4,F,AUXILIAR DE CRECHE,educacao,40,folha_mensal,2018-04-02,,,1609.76,225.37,1384.39
ae34cfc5710bd6ca952e26802dc9325fc105ed068e45a866f970e07b3e9206db,M,OFICIAL ADMINISTRATIVO,administrativo,35,vale_alimentacao,2023-08-10,,,1000.0,0.0,1000.0
ae34cfc5710bd6ca952e26802dc9325fc105ed068e45a866f970e07b3e9206db,M,OFICIAL ADMINISTRATIVO,administrativo,35,folha_mensal,2023-08-10,,,2017.13,282.4,1734.73
bb0ef1d5e3ff5de03d67d2589dcb3a76178a4428af4a525184d0a4963e1be113,M,MOTORISTA,operacional,44,vale_alimentacao,1996-06-27,,,1000.0,0.0,1000.0
bb0ef1d5e3ff5de03d67d2589dcb3a76178a4428af4a525184d0a4963e1be113,M,MOTORISTA,operacional,44,folha_mensal,1996-06-27,,,5155.31,1185.09,3970.22
1f6e2d779fa7c58cb013294280aa9d1d6a8aa3a9299155c9b7510f800226d036,F,TECNICO EM ENFERMAGEM,saude,30,vale_alimentacao,2023-08-14,,,1000.0,0.0,1000.0
1f6e2d779fa7c58cb013294280aa9d1d6a8aa3a9299155c9b7510f800226d036,F,TECNICO EM ENFERMAGEM,saude,30,folha_mensal,2023-08-14,,,6979.25,1317.18,5662.07
19fe5bd69b8cc96f815cca9472266bf6c254519c52cd94fe2d38c6487c36bc1e,M,ELETRICISTA,operacional,40,vale_alimentacao,1999-02-01,,,1000.0,0.0,1000.0
19fe5bd69b8cc96f815cca9472266bf6c254519c52cd94fe2d38c6487c36bc1e,M,ELETRICISTA,operacional,40,folha_mensal,1999-02-01,,,6081.38,3089.0,2992.38
19fe5bd69b8cc96f815cca9472266bf6c254519c52cd94fe2d38c6487c36bc1e,M,ELETRICISTA,operacional,40,Adiantamento 13º Salário,1999-02-01,,,1662.14,0.0,1662.14
84dd65395919905160be58e813bc370db92b68c38e69ce5144e6662b098f92a3,M,TECNICO SEGURANCA DO TRABALHO,tecnico,40,vale_alimentacao,2013-07-04,,,1000.0,0.0,1000.0
84dd65395919905160be58e813bc370db92b68c38e69ce5144e6662b098f92a3,M,TECNICO SEGURANCA DO TRABALHO,tecnico,40,folha_mensal,2013-07-04,,,5123.61,817.59,4306.02
b0107ea09e1c060e7a298b1282b1c63ee713158f133039547f0eed84e3d89016,M,OPERADOR DE MAQUINA II,operacional,40,vale_alimentacao,2023-11-21,,,1000.0,0.0,1000.0
b0107ea09e1c060e7a298b1282b1c63ee713158f133039547f0eed84e3d89016,M,OPERADOR DE MAQUINA II,operacional,40,folha_mensal,2023-11-21,,,4529.22,1128.64,3400.58
6af5c0664b449cf4c328574af0c907584b5f09a10ab098c23704d8b53c0c133e,F,SERVENTE,operacional,40,vale_alimentacao,2000-04-14,,,1000.0,0.0,1000.0
6af5c0664b449cf4c328574af0c907584b5f09a10ab098c23704d8b53c0c133e,F,SERVENTE,operacional,40,folha_mensal,2000-04-14,,,3658.37,1075.77,2582.6
bd27586bf1afca2f121c0ec2113737d8ea23e9990bbfe9f3207c8fcdf642fbaf,M,MOTORISTA,operacional,40,vale_alimentacao,2006-01-26,,,1000.0,0.0,1000.0
bd27586bf1afca2f121c0ec2113737d8ea23e9990bbfe9f3207c8fcdf642fbaf,M,MOTORISTA,operacional,40,folha_mensal,2006-01-26,,,4149.9,1560.49,2589.41
a66909aed187f3ce1a6812f994907262a91681f62e9460d2c7c8ee4b193edd19,M,AJUDANTE DE SERVICOS DIVERSOS,operacional,44,vale_alimentacao,1999-11-16,,,1000.0,0.0,1000.0
a66909aed187f3ce1a6812f994907262a91681f62e9460d2c7c8ee4b193edd19,M,AJUDANTE DE SERVICOS DIVERSOS,operacional,44,folha_mensal,1999-11-16,,,3780.9,447.64,3333.26
816bfb8d396e791a0529ee7c465d8601110d03d0d5d4f7816a0f919823bde19a,F,PROFESSOR,educacao,30,vale_alimentacao,1997-09-01,,,1000.0,0.0,1000.0
816bfb8d396e791a0529ee7c465d8601110d03d0d5d4f7816a0f919823bde19a,F,PROFESSOR,educacao,30,folha_mensal,1997-09-01,,,12009.94,4724.67,7285.27
0f7244a7b359fbbe2ed8be8adb6edd38a85845d1f3e194f7ce6afb2bd433b020,F,FISCAL,administrativo,40,vale_alimentacao,2018-02-01,,,1000.0,0.0,1000.0
0f7244a7b359fbbe2ed8be8adb6edd38a85845d1f3e194f7ce6afb2bd433b020,F,FISCAL,administrativo,40,folha_mensal,2018-02-01,,,3830.71,416.77,3413.94
b88c471703f3736320035d90f4d38bd066eacd91d48337fbc4b7c8ec3f02ec95,F,AUXILIAR DE CRECHE,educacao,40,vale_alimentacao,2022-04-04,,,1000.0,0.0,1000.0
b88c471703f3736320035d90f4d38bd066eacd91d48337fbc4b7c8ec3f02ec95,F,AUXILIAR DE CRECHE,educacao,40,folha_mensal,2022-04-04,,,2146.34,300.49,1845.85
1a643bc709069df155061307742769ad265fbce439ae212e9ab10731c5a6ecae,F,BIBLIOTECARIA,cultura,20,vale_alimentacao,2023-08-21,,,1000.0,0.0,1000.0
1a643bc709069df155061307742769ad265fbce439ae212e9ab10731c5a6ecae,F,BIBLIOTECARIA,cultura,20,folha_mensal,2023-08-21,,,3234.41,416.33,2818.08
11fe1a95c032c62f3415e0bdbdd2ed04ec1e47c9e2164fcdf4ede4d7f087b1d7,F,PROFESSOR SALA DE APOIO (PSA) EDUCAÇÃO ESPECIAL,educacao,30,vale_alimentacao,2017-02-22,,,1000.0,0.0,1000.0
11fe1a95c032c62f3415e0bdbdd2ed04ec1e47c9e2164fcdf4ede4d7f087b1d7,F,PROFESSOR SALA DE APOIO (PSA) EDUCAÇÃO ESPECIAL,educacao,30,folha_mensal,2017-02-22,,,4270.16,767.23,3502.93
6bc4333737f2c649d58f3424e6aee5d94a7a67b58c486411e857cd39b31aceca,F,ENFERMEIRO,saude,30,vale_alimentacao,2017-10-02,,,1000.0,0.0,1000.0
6bc4333737f2c649d58f3424e6aee5d94a7a67b58c486411e857cd39b31aceca,F,ENFERMEIRO,saude,30,folha_mensal,2017-10-02,,,7289.81,1647.95,5641.86
68d284de37566b9edf49c4c37c9ee3a245a085434f32f07b7a030d505969f293,F,AGENTE ADMINISTRATIVO,administrativo,35,vale_alimentacao,1994-04-05,,,1000.0,0.0,1000.0
68d284de37566b9edf49c4c37c9ee3a245a085434f32f07b7a030d505969f293,F,AGENTE ADMINISTRATIVO,administrativo,35,folha_mensal,1994-04-05,,,2545.29,356.34,2188.95
68d284de37566b9edf49c4c37c9ee3a245a085434f32f07b7a030d505969f293,F,AGENTE ADMINISTRATIVO,administrativo,35,Adiantamento 13º Salário,1994-04-05,,,1166.59,0.0,1166.59
c2bca0d6bebb60b82ccc1e2c433542e0c5b6fb76e5107eac02b17bd93002a328,F,AGENTE ADMINISTRATIVO,administrativo,35,vale_alimentacao,1995-03-01,,,1000.0,0.0,1000.0
c2bca0d6bebb60b82ccc1e2c433542e0c5b6fb76e5107eac02b17bd93002a328,F,AGENTE ADMINISTRATIVO,administrativo,35,folha_mensal,1995-03-01,,,4306.15,633.29,3672.86
13d2911ef3ad85fcec431d67c20515e9183585925446d48cdca4c68b076a1d8d,M,AGENTE ADMINISTRATIVO,administrativo,35,vale_alimentacao,2001-02-01,,,1000.0,0.0,1000.0
13d2911ef3ad85fcec431d67c20515e9183585925446d48cdca4c68b076a1d8d,M,AGENTE ADMINISTRATIVO,administrativo,35,folha_mensal,2001-02-01,,,8433.24,2643.14,5790.1
d16b7f3c830b05dc8d971848348de8d54bf9ba0c7cb8a4d0c77ad5a4d04c31cb,M,PROFESSOR ENS FUND-CICLO III - IV,educacao,25,vale_alimentacao,2010-02-08,,,1000.0,0.0,1000.0
d16b7f3c830b05dc8d971848348de8d54bf9ba0c7cb8a4d0c77ad5a4d04c31cb,M,PROFESSOR ENS FUND-CICLO III - IV,educacao,25,folha_mensal,2010-02-08,,,4849.09,869.08,3980.01
05781e7d8219f46cfb89dea7bcc547aefc55dbdc38298dcbfae3b68178732780,F,PROFESSOR SALA DE APOIO (PSA) EDUCAÇÃO ESPECIAL,educacao,30,vale_alimentacao,2017-02-15,,,1000.0,0.0,1000.0
05781e7d8219f46cfb89dea7bcc547aefc55dbdc38298dcbfae3b68178732780,F,PROFESSOR SALA DE APOIO (PSA) EDUCAÇÃO ESPECIAL,educacao,30,folha_mensal,2017-02-15,,,4145.79,733.78,3412.01
750d2ee7f5e6a40fd802b29e6b49c0ba1a426c36a0714ca8cca802454ad394be,F,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,vale_alimentacao,2023-09-01,,,1000.0,0.0,1000.0
750d2ee7f5e6a40fd802b29e6b49c0ba1a426c36a0714ca8cca802454ad394be,F,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,folha_mensal,2023-09-01,,,1533.1,214.63,1318.47
646f52472fc34a6746d673c767317a15f46f8f1cae48a0cfbb9c59b2a9e535e2,M,MÉDICO,saude,10,vale_alimentacao,2014-06-24,,,1000.0,0.0,1000.0
646f52472fc34a6746d673c767317a15f46f8f1cae48a0cfbb9c59b2a9e535e2,M,MÉDICO,saude,10,folha_mensal,2014-06-24,,,8260.3,2161.86,6098.44
646f52472fc34a6746d673c767317a15f46f8f1cae48a0cfbb9c59b2a9e535e2,M,MÉDICO,saude,10,Adiantamento 13º Salário,2014-06-24,,,3823.52,0.0,3823.52
b3ebf6daca6f9668f41e0c4aaa622a3a25785e53590c9f8104eac6d73faeec8a,M,MOTORISTA,operacional,40,vale_alimentacao,2013-06-03,,,1000.0,0.0,1000.0
b3ebf6daca6f9668f41e0c4aaa622a3a25785e53590c9f8104eac6d73faeec8a,M,MOTORISTA,operacional,40,folha_mensal,2013-06-03,,,3875.72,462.81,3412.91
46d563ea6652e0dca4d67dbd02da732103c0c36f26d21f99d43e8e0238614f74,M,MOTORISTA,operacional,40,vale_alimentacao,2008-07-16,,,1000.0,0.0,1000.0
46d563ea6652e0dca4d67dbd02da732103c0c36f26d21f99d43e8e0238614f74,M,MOTORISTA,operacional,40,folha_mensal,2008-07-16,,,3605.3,459.36,3145.94
55e02751aa73004d28530309513109336e9faaf439be5f87966ba68b8621702e,M,MÉDICO,saude,10,vale_alimentacao,2012-08-13,,,1000.0,0.0,1000.0
55e02751aa73004d28530309513109336e9faaf439be5f87966ba68b8621702e,M,MÉDICO,saude,10,folha_mensal,2012-08-13,,,8260.3,2057.59,6202.71
06a208a46e993daf2942e624581c4ebd80eb72c36b8a20a1e710ded369690b80,M,ASSESSOR DE GABINETE.c,comissionado,40,vale_alimentacao,2024-04-22,,,1000.0,0.0,1000.0
06a208a46e993daf2942e624581c4ebd80eb72c36b8a20a1e710ded369690b80,M,ASSESSOR DE GABINETE.c,comissionado,40,Adiantamento 13º Salário,2024-04-22,,,4006.65,0.0,4006.65
06a208a46e993daf2942e624581c4ebd80eb72c36b8a20a1e710ded369690b80,M,ASSESSOR DE GABINETE.c,comissionado,40,folha_mensal,2024-04-22,,,8013.31,1930.82,6082.49
1d781028c8ec158021dbb362142c196f38b5f2103865a6a848c41708e4e8d357,F,AUXILIAR DE CRECHE,educacao,40,vale_alimentacao,2018-09-12,,,1000.0,0.0,1000.0
1d781028c8ec158021dbb362142c196f38b5f2103865a6a848c41708e4e8d357,F,AUXILIAR DE CRECHE,educacao,40,Adiantamento 13º Salário,2018-09-12,,,804.88,0.0,804.88
1d781028c8ec158021dbb362142c196f38b5f2103865a6a848c41708e4e8d357,F,AUXILIAR DE CRECHE,educacao,40,folha_mensal,2018-09-12,,,2223.0,311.22,1911.78
23ac7648230684fee392a460f9d489120856cc23769949f3c5bff8e8ad9ff1d8,F,OFICIAL ADMINISTRATIVO,administrativo,35,vale_alimentacao,2022-03-29,,,1000.0,0.0,1000.0
23ac7648230684fee392a460f9d489120856cc23769949f3c5bff8e8ad9ff1d8,F,OFICIAL ADMINISTRATIVO,administrativo,35,folha_mensal,2022-03-29,,,2767.13,299.31,2467.82
21c611c55d9e91d8366b20a72da1fac2dd30be26894c01c0c5eed356e21d10c7,F,PROFESSOR DE EDUCAÇÃO INFANTIL -PEI,educacao,30,vale_alimentacao,2022-02-09,,,1000.0,0.0,1000.0
21c611c55d9e91d8366b20a72da1fac2dd30be26894c01c0c5eed356e21d10c7,F,PROFESSOR DE EDUCAÇÃO INFANTIL -PEI,educacao,30,folha_mensal,2022-02-09,,,4066.82,684.09,3382.73
7975c8deb30b70c74ea60c131f5b9e1c0d23003969a5b30039779b553a496d56,F,PROFESSOR DE SALA DE APOIO (PSA) EDUCACAO ESPECIAL - PD,educacao,30,vale_alimentacao,2025-02-03,,,1000.0,0.0,1000.0
7975c8deb30b70c74ea60c131f5b9e1c0d23003969a5b30039779b553a496d56,F,PROFESSOR DE SALA DE APOIO (PSA) EDUCACAO ESPECIAL - PD,educacao,30,Adiantamento 13º Salário,2025-02-03,,,1723.49,0.0,1723.49
7975c8deb30b70c74ea60c131f5b9e1c0d23003969a5b30039779b553a496d56,F,PROFESSOR DE SALA DE APOIO (PSA) EDUCACAO ESPECIAL - PD,educacao,30,folha_mensal,2025-02-03,,,5013.8,861.76,4152.04
ccda9faa74eb1a7307187639626692b53f6e60434095d1617ce5f340ece8463c,F,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,vale_alimentacao,2024-06-10,,,1000.0,0.0,1000.0
ccda9faa74eb1a7307187639626692b53f6e60434095d1617ce5f340ece8463c,F,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,folha_mensal,2024-06-10,,,2146.34,300.49,1845.85
a41c0e9ad06f2e625e5a4b5e5e55f05722f2b92e90dc32fca6654d33590c8434,F,PSICOLOGO,assistencia_social,35,vale_alimentacao,2023-08-14,,,1000.0,0.0,1000.0
a41c0e9ad06f2e625e5a4b5e5e55f05722f2b92e90dc32fca6654d33590c8434,F,PSICOLOGO,assistencia_social,35,folha_mensal,2023-08-14,,,4098.17,720.96,3377.21
a41c0e9ad06f2e625e5a4b5e5e55f05722f2b92e90dc32fca6654d33590c8434,F,PSICOLOGO,assistencia_social,35,Folha Complementar c/ Encargos,2023-08-14,,,1141.63,239.95,901.68
687af69ab502ec2c66be6d53b0f307eb940dfe8c6f97ce5a261a23867ff9815c,F,PROFESSOR DE EDUCAÇÃO BÁSICA I - PEB I,educacao,30,vale_alimentacao,2017-02-01,,,1000.0,0.0,1000.0
687af69ab502ec2c66be6d53b0f307eb940dfe8c6f97ce5a261a23867ff9815c,F,PROFESSOR DE EDUCAÇÃO BÁSICA I - PEB I,educacao,30,folha_mensal,2017-02-01,,,5389.53,1315.03,4074.5
2de745385e152eefe3984199a436260c8611130da8c9955576d203a7e5407576,F,AUXILIAR DE CRECHE,educacao,40,vale_alimentacao,2022-03-03,,,1000.0,0.0,1000.0
2de745385e152eefe3984199a436260c8611130da8c9955576d203a7e5407576,F,AUXILIAR DE CRECHE,educacao,40,folha_mensal,2022-03-03,,,2146.34,623.66,1522.68
a0f6a1b2138c52eda0e5110270de1997d58b6e3b5da45967fb3acd3d1f36a218,M,MOTORISTA,operacional,40,vale_alimentacao,2006-05-23,,,1000.0,0.0,1000.0
a0f6a1b2138c52eda0e5110270de1997d58b6e3b5da45967fb3acd3d1f36a218,M,MOTORISTA,operacional,40,folha_mensal,2006-05-23,,,3573.87,433.82,3140.05
582a8a8cea5f6062f9da58a4bf48328c8c2b4a7d0be358747ec8abc20eaef509,F,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,vale_alimentacao,2024-03-01,,,1000.0,0.0,1000.0
582a8a8cea5f6062f9da58a4bf48328c8c2b4a7d0be358747ec8abc20eaef509,F,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,folha_mensal,2024-03-01,,,3317.07,371.54,2945.53
ab928715dbdaf89d6033eb76ee55f0adeb8d3aefabfea3ecc5c034ebc5111c6c,M,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,vale_alimentacao,2023-09-11,,,1000.0,0.0,1000.0
ab928715dbdaf89d6033eb76ee55f0adeb8d3aefabfea3ecc5c034ebc5111c6c,M,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,folha_mensal,2023-09-11,,,2003.24,280.45,1722.79
593dad99c375881c9383fdb6f079d0cd40acbbfef9b1481ee7320adcd5e804b6,M,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,vale_alimentacao,1993-08-11,,,1000.0,0.0,1000.0
593dad99c375881c9383fdb6f079d0cd40acbbfef9b1481ee7320adcd5e804b6,M,AJUDANTE DE SERVICOS DIVERSOS,operacional,40,folha_mensal,1993-08-11,,,3659.57,1388.0,2271.57
ee26162d75b95fa7996f09b39c5fb29b6330424df718faeb4361f2fc8fd74e68,F,MEDICO PSF,saude,40,vale_alimentacao,2023-11-13,,,1000.0,0.0,1000.0
ee26162d75b95fa7996f09b39c5fb29b6330424df718faeb4361f2fc8fd74e68,F,MEDICO PSF,saude,40,folha_mensal,2023-11-13,,,22096.52,6950.95,15145.57
a2059dcb1bfa291072b4e2872f59827d616af70b899002fb755b9bc97960aef5,F,AGENTE DE DESENVOLVIMENTO INFANTIL,educacao,40,vale_alimentacao,2025-01-23,,,1000.0,0.0,1000.0
a2059dcb1bfa291072b4e2872f59827d616af70b899002fb755b9bc97960aef5,F,AGENTE DE DESENVOLVIMENTO INFANTIL,educacao,40,folha_mensal,2025-01-23,,,5332.1,1440.02,3892.08
a2059dcb1bfa291072b4e2872f59827d616af70b899002fb755b9bc97960aef5,F,AGENTE DE DESENVOLVIMENTO INFANTIL,educacao,40,Adiantamento 13º Salário,2025-01-23,,,1715.63,0.0,1715.63
63fc5a77a1f28dae440c2fdc4ebbcd78eb935f99765af752a05922393f0fd31b,F,AUXILIAR DE CRECHE,educacao,40,vale_alimentacao,2020-03-02,,,1000.0,0.0,1000.0
63fc5a77a1f28dae440c2fdc4ebbcd78eb935f99765af752a05922393f0fd31b,F,AUXILIAR DE CRECHE,educacao,40,folha_mensal,2020-03-02,,,2146.34,300.49,1845.85
51eaadd52bae8b157b34b3410795d22dae09c384068476b5080348672cd94ace,F,OFICIAL ADMINISTRATIVO,administrativo,35,vale_alimentacao,2006-05-23,,,1000.0,0.0,1000.0
51eaadd52bae8b157b34b3410795d22dae09c384068476b5080348672cd94ace,F,OFICIAL ADMINISTRATIVO,administrativo,35,folha_mensal,2006-05-23,,,5612.95,922.78,4690.17
5b881e0f0cd6ae608842f98aacee2f077d58a4181554b53bc5dac27a8ab2a7d3,F,AUXILIAR DE CRECHE,educacao,40,vale_alimentacao,2021-12-01,,,1000.0,0.0,1000.0
